,log
1363,"gdeade, dhaadpeapde, fkeijcapjedaide, fkdeiccjijpb, degame, hpde, dg, hdeadeade, deapdkejpacidficjeibcdeade, hde, hdeadeaoepade, hdep, gde, dgeadeadeadpede, hde, gdeade, gdep, gde, dehade, hdadeade, fdkealkilkdjecajdeib, deajcdiejklklkb, gdeadeedep, fkdleidckijb, aeh, deapgde, deafpdkikjpciicjjipb, dpeabeh, defkjdcplb, dhe, eahdeadpeade, degp, dekflkjpjjciijbp, defklelkelcjkjdkihdklklk, deheadeadeade, kdlkafklpkldjlkkaibpe, fdekmcjib, dfkijlbepakdeade, deadefdejpibk, hpe, dgeade, deahdeade, dehadepbdeadeadeade, dagde, deade, hdeade, fjkcjdeib, gpdeaeade, defkadpiejbp, gdedeadc"
1364,"gdeade, dhaadpeapde, fkeijcapjedaide, fkdeiccjijpb, degame, hpde, dg, hdeadeade, deapdkejpacidficjeibcdeade, hde, hdeadeaoepade, hdep, gde, dgeadeadeadpede, hde, gdeade, gdep, gde, dehade, hdadeade, fdkealkilkdjecajdeib, deajcdiejklklkb, gdeadeedep, fkdleidckijb, aeh, deapgde, deafpdkikjpciicjjipb, dpeabeh, defkjdcplb, dhe, eahdeadpeade, degp, dekflkjpjjciijbp, defklelkelcjkjdkihdklklk, deheadeadeade, kdlkafklpkldjlkkaibpe, fdekmcjib, dfkijlbepakdeade, deadefdejpibk, hpe, dgeade, deahdeade, dehadepbdeadeadeade, dagde, deade, hdeade, fjkcjdeib, gpdeaeade, defkadpiejbp, gdedeadc"
1365,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1366,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1367,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1368,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1369,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1370,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1371,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1372,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1373,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1374,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1375,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1376,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1377,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1378,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1379,"kal, kla, koal, laok, nmaoiimdiojao, klm, alko, kal, lagahbghhbijanija, kalo, akl, klabijodjdijdijaicag, kalbijdiojdoljabcafo, lka, kla, iba, lka, loka, klbijdoija, lkabcafobgah, lka, lakbfjdoijamcfaobgabohijdoja, koli, loka, kalbhja, kal, kolabeca, la, kalihfgbcoaefa, kal, kla, kalcjaijdidijao, alok, kal, hla, lkabjabeija, hgabhgoabijodijdija, klabac, kla, akabceabcoea, ima, klabhaggijdijbijabhaog, l, alk, lkobokgabaoh, akbgha, aklobcaf, kloa, klabijdijdjabag, lkabceabccfbiojdija"
1380,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1381,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1382,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1383,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1384,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1385,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1386,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1387,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1388,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1389,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1390,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1391,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1392,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1393,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1394,"lpfepg, kabpacba, fkle, bo, lefghghghghg, mabaiajc, ak, ka, fgel, fle, kfeghg, la, eghpg, lacab, lfeghg, abaki, kabpcnbacji, kegf, gfeg, abaijiji, lbepghg, kadab, eflghhpg, h, lap, la, labapi, abbca, kfepg, kepgfhg, fgel, abaiji, eikf, lpfegphghg, keflhghoghg, a, kaa, a, ka, kpghhgf, albad, coghfg, fejg, abkdapbcpabadabi, kefg, fpepkhg, a, ldab, ka, ka"
1395,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
1396,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
1397,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
1398,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
1399,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
1400,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
1401,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
1402,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
1403,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
1404,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
1405,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
1406,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
