,log
1324,"dcfijhicgijijijif, dcogf, hdfi, ekgdohhghkhg, cdgbfaicfgdeo, ebdaocdghgeambhgde, dcoafdbcigfoinifif, cegchghg, cagdbkcfghifgifjohjijf, cabodagfgeifo, cdegfghehhghgohghg, cdgohghfgifiliiljkf, docge, hcabedcagbdkcgibjcdaeiacacgehdbgcdbdcgfiacajfgocdge, dgg, dghchghgfh, dgebaacfbcadangbhdbafblbgofacdacdgahgdcgof, jabgadoeboaodcggfif, gcfiof, cdfghoadcfahbglicabdjocagbifcfihfcfihgjoififoiojifijijijififijijaf, gcdf, cbdecgehdgadgcebghg, cfabcdgbaegcdacflgabcgihodjgfihigjhgiji, dceadbgcjeg, ghbhfgohdghjhcghgighghgfijoiof, gbehdogcadcgeg, cdbadofnhog, edghfghigjif, cedabegc, cegdhchgo, cofd, dfcbcijdigfo, agfdoif, eghgdc, cdgoacbofdhhighgigjhhlgfhoghghog, cdbggcdfibjgfcijdiifj, debaidghobagdcgehg, dmbgahcfd, cfd, gcfdgacbdoeg, dghgghgohghg, dcbgbhcgedgfigiioff, cbafdcghoacbbge, kdfghaghbcdgfhg, gofdhghghgh, eodgc, cabfcfgdafifaegdabcgchbedagcdgohg, cbdcbocgfdnbgkg, bbdgbcdbagdfcfifjif, dkgeo"
1325,"dcfijhicgijijijif, dcogf, hdfi, ekgdohhghkhg, cdgbfaicfgdeo, ebdaocdghgeambhgde, dcoafdbcigfoinifif, cegchghg, cagdbkcfghifgifjohjijf, cabodagfgeifo, cdegfghehhghgohghg, cdgohghfgifiliiljkf, docge, hcabedcagbdkcgibjcdaeiacacgehdbgcdbdcgfiacajfgocdge, dgg, dghchghgfh, dgebaacfbcadangbhdbafblbgofacdacdgahgdcgof, jabgadoeboaodcggfif, gcfiof, cdfghoadcfahbglicabdjocagbifcfihfcfihgjoififoiojifijijijififijijaf, gcdf, cbdecgehdgadgcebghg, cfabcdgbaegcdacflgabcgihodjgfihigjhgiji, dceadbgcjeg, ghbhfgohdghjhcghgighghgfijoiof, gbehdogcadcgeg, cdbadofnhog, edghfghigjif, cedabegc, cegdhchgo, cofd, dfcbcijdigfo, agfdoif, eghgdc, cdgoacbofdhhighgigjhhlgfhoghghog, cdbggcdfibjgfcijdiifj, debaidghobagdcgehg, dmbgahcfd, cfd, gcfdgacbdoeg, dghgghgohghg, dcbgbhcgedgfigiioff, cbafdcghoacbbge, kdfghaghbcdgfhg, gofdhghghgh, eodgc, cabfcfgdafifaegdabcgchbedagcdgohg, cbdcbocgfdnbgkg, bbdgbcdbagdfcfifjif, dkgeo"
1326,"dcfijhicgijijijif, dcogf, hdfi, ekgdohhghkhg, cdgbfaicfgdeo, ebdaocdghgeambhgde, dcoafdbcigfoinifif, cegchghg, cagdbkcfghifgifjohjijf, cabodagfgeifo, cdegfghehhghgohghg, cdgohghfgifiliiljkf, docge, hcabedcagbdkcgibjcdaeiacacgehdbgcdbdcgfiacajfgocdge, dgg, dghchghgfh, dgebaacfbcadangbhdbafblbgofacdacdgahgdcgof, jabgadoeboaodcggfif, gcfiof, cdfghoadcfahbglicabdjocagbifcfihfcfihgjoififoiojifijijijififijijaf, gcdf, cbdecgehdgadgcebghg, cfabcdgbaegcdacflgabcgihodjgfihigjhgiji, dceadbgcjeg, ghbhfgohdghjhcghgighghgfijoiof, gbehdogcadcgeg, cdbadofnhog, edghfghigjif, cedabegc, cegdhchgo, cofd, dfcbcijdigfo, agfdoif, eghgdc, cdgoacbofdhhighgigjhhlgfhoghghog, cdbggcdfibjgfcijdiifj, debaidghobagdcgehg, dmbgahcfd, cfd, gcfdgacbdoeg, dghgghgohghg, dcbgbhcgedgfigiioff, cbafdcghoacbbge, kdfghaghbcdgfhg, gofdhghghgh, eodgc, cabfcfgdafifaegdabcgchbedagcdgohg, cbdcbocgfdnbgkg, bbdgbcdbagdfcfifjif, dkgeo"
1327,"dcfijhicgijijijif, dcogf, hdfi, ekgdohhghkhg, cdgbfaicfgdeo, ebdaocdghgeambhgde, dcoafdbcigfoinifif, cegchghg, cagdbkcfghifgifjohjijf, cabodagfgeifo, cdegfghehhghgohghg, cdgohghfgifiliiljkf, docge, hcabedcagbdkcgibjcdaeiacacgehdbgcdbdcgfiacajfgocdge, dgg, dghchghgfh, dgebaacfbcadangbhdbafblbgofacdacdgahgdcgof, jabgadoeboaodcggfif, gcfiof, cdfghoadcfahbglicabdjocagbifcfihfcfihgjoififoiojifijijijififijijaf, gcdf, cbdecgehdgadgcebghg, cfabcdgbaegcdacflgabcgihodjgfihigjhgiji, dceadbgcjeg, ghbhfgohdghjhcghgighghgfijoiof, gbehdogcadcgeg, cdbadofnhog, edghfghigjif, cedabegc, cegdhchgo, cofd, dfcbcijdigfo, agfdoif, eghgdc, cdgoacbofdhhighgigjhhlgfhoghghog, cdbggcdfibjgfcijdiifj, debaidghobagdcgehg, dmbgahcfd, cfd, gcfdgacbdoeg, dghgghgohghg, dcbgbhcgedgfigiioff, cbafdcghoacbbge, kdfghaghbcdgfhg, gofdhghghgh, eodgc, cabfcfgdafifaegdabcgchbedagcdgohg, cbdcbocgfdnbgkg, bbdgbcdbagdfcfifjif, dkgeo"
1328,"dcfijhicgijijijif, dcogf, hdfi, ekgdohhghkhg, cdgbfaicfgdeo, ebdaocdghgeambhgde, dcoafdbcigfoinifif, cegchghg, cagdbkcfghifgifjohjijf, cabodagfgeifo, cdegfghehhghgohghg, cdgohghfgifiliiljkf, docge, hcabedcagbdkcgibjcdaeiacacgehdbgcdbdcgfiacajfgocdge, dgg, dghchghgfh, dgebaacfbcadangbhdbafblbgofacdacdgahgdcgof, jabgadoeboaodcggfif, gcfiof, cdfghoadcfahbglicabdjocagbifcfihfcfihgjoififoiojifijijijififijijaf, gcdf, cbdecgehdgadgcebghg, cfabcdgbaegcdacflgabcgihodjgfihigjhgiji, dceadbgcjeg, ghbhfgohdghjhcghgighghgfijoiof, gbehdogcadcgeg, cdbadofnhog, edghfghigjif, cedabegc, cegdhchgo, cofd, dfcbcijdigfo, agfdoif, eghgdc, cdgoacbofdhhighgigjhhlgfhoghghog, cdbggcdfibjgfcijdiifj, debaidghobagdcgehg, dmbgahcfd, cfd, gcfdgacbdoeg, dghgghgohghg, dcbgbhcgedgfigiioff, cbafdcghoacbbge, kdfghaghbcdgfhg, gofdhghghgh, eodgc, cabfcfgdafifaegdabcgchbedagcdgohg, cbdcbocgfdnbgkg, bbdgbcdbagdfcfifjif, dkgeo"
1329,"dcfijhicgijijijif, dcogf, hdfi, ekgdohhghkhg, cdgbfaicfgdeo, ebdaocdghgeambhgde, dcoafdbcigfoinifif, cegchghg, cagdbkcfghifgifjohjijf, cabodagfgeifo, cdegfghehhghgohghg, cdgohghfgifiliiljkf, docge, hcabedcagbdkcgibjcdaeiacacgehdbgcdbdcgfiacajfgocdge, dgg, dghchghgfh, dgebaacfbcadangbhdbafblbgofacdacdgahgdcgof, jabgadoeboaodcggfif, gcfiof, cdfghoadcfahbglicabdjocagbifcfihfcfihgjoififoiojifijijijififijijaf, gcdf, cbdecgehdgadgcebghg, cfabcdgbaegcdacflgabcgihodjgfihigjhgiji, dceadbgcjeg, ghbhfgohdghjhcghgighghgfijoiof, gbehdogcadcgeg, cdbadofnhog, edghfghigjif, cedabegc, cegdhchgo, cofd, dfcbcijdigfo, agfdoif, eghgdc, cdgoacbofdhhighgigjhhlgfhoghghog, cdbggcdfibjgfcijdiifj, debaidghobagdcgehg, dmbgahcfd, cfd, gcfdgacbdoeg, dghgghgohghg, dcbgbhcgedgfigiioff, cbafdcghoacbbge, kdfghaghbcdgfhg, gofdhghghgh, eodgc, cabfcfgdafifaegdabcgchbedagcdgohg, cbdcbocgfdnbgkg, bbdgbcdbagdfcfifjif, dkgeo"
1330,"dcfijhicgijijijif, dcogf, hdfi, ekgdohhghkhg, cdgbfaicfgdeo, ebdaocdghgeambhgde, dcoafdbcigfoinifif, cegchghg, cagdbkcfghifgifjohjijf, cabodagfgeifo, cdegfghehhghgohghg, cdgohghfgifiliiljkf, docge, hcabedcagbdkcgibjcdaeiacacgehdbgcdbdcgfiacajfgocdge, dgg, dghchghgfh, dgebaacfbcadangbhdbafblbgofacdacdgahgdcgof, jabgadoeboaodcggfif, gcfiof, cdfghoadcfahbglicabdjocagbifcfihfcfihgjoififoiojifijijijififijijaf, gcdf, cbdecgehdgadgcebghg, cfabcdgbaegcdacflgabcgihodjgfihigjhgiji, dceadbgcjeg, ghbhfgohdghjhcghgighghgfijoiof, gbehdogcadcgeg, cdbadofnhog, edghfghigjif, cedabegc, cegdhchgo, cofd, dfcbcijdigfo, agfdoif, eghgdc, cdgoacbofdhhighgigjhhlgfhoghghog, cdbggcdfibjgfcijdiifj, debaidghobagdcgehg, dmbgahcfd, cfd, gcfdgacbdoeg, dghgghgohghg, dcbgbhcgedgfigiioff, cbafdcghoacbbge, kdfghaghbcdgfhg, gofdhghghgh, eodgc, cabfcfgdafifaegdabcgchbedagcdgohg, cbdcbocgfdnbgkg, bbdgbcdbagdfcfifjif, dkgeo"
1331,"dcfijhicgijijijif, dcogf, hdfi, ekgdohhghkhg, cdgbfaicfgdeo, ebdaocdghgeambhgde, dcoafdbcigfoinifif, cegchghg, cagdbkcfghifgifjohjijf, cabodagfgeifo, cdegfghehhghgohghg, cdgohghfgifiliiljkf, docge, hcabedcagbdkcgibjcdaeiacacgehdbgcdbdcgfiacajfgocdge, dgg, dghchghgfh, dgebaacfbcadangbhdbafblbgofacdacdgahgdcgof, jabgadoeboaodcggfif, gcfiof, cdfghoadcfahbglicabdjocagbifcfihfcfihgjoififoiojifijijijififijijaf, gcdf, cbdecgehdgadgcebghg, cfabcdgbaegcdacflgabcgihodjgfihigjhgiji, dceadbgcjeg, ghbhfgohdghjhcghgighghgfijoiof, gbehdogcadcgeg, cdbadofnhog, edghfghigjif, cedabegc, cegdhchgo, cofd, dfcbcijdigfo, agfdoif, eghgdc, cdgoacbofdhhighgigjhhlgfhoghghog, cdbggcdfibjgfcijdiifj, debaidghobagdcgehg, dmbgahcfd, cfd, gcfdgacbdoeg, dghgghgohghg, dcbgbhcgedgfigiioff, cbafdcghoacbbge, kdfghaghbcdgfhg, gofdhghghgh, eodgc, cabfcfgdafifaegdabcgchbedagcdgohg, cbdcbocgfdnbgkg, bbdgbcdbagdfcfifjif, dkgeo"
1332,"dcfijhicgijijijif, dcogf, hdfi, ekgdohhghkhg, cdgbfaicfgdeo, ebdaocdghgeambhgde, dcoafdbcigfoinifif, cegchghg, cagdbkcfghifgifjohjijf, cabodagfgeifo, cdegfghehhghgohghg, cdgohghfgifiliiljkf, docge, hcabedcagbdkcgibjcdaeiacacgehdbgcdbdcgfiacajfgocdge, dgg, dghchghgfh, dgebaacfbcadangbhdbafblbgofacdacdgahgdcgof, jabgadoeboaodcggfif, gcfiof, cdfghoadcfahbglicabdjocagbifcfihfcfihgjoififoiojifijijijififijijaf, gcdf, cbdecgehdgadgcebghg, cfabcdgbaegcdacflgabcgihodjgfihigjhgiji, dceadbgcjeg, ghbhfgohdghjhcghgighghgfijoiof, gbehdogcadcgeg, cdbadofnhog, edghfghigjif, cedabegc, cegdhchgo, cofd, dfcbcijdigfo, agfdoif, eghgdc, cdgoacbofdhhighgigjhhlgfhoghghog, cdbggcdfibjgfcijdiifj, debaidghobagdcgehg, dmbgahcfd, cfd, gcfdgacbdoeg, dghgghgohghg, dcbgbhcgedgfigiioff, cbafdcghoacbbge, kdfghaghbcdgfhg, gofdhghghgh, eodgc, cabfcfgdafifaegdabcgchbedagcdgohg, cbdcbocgfdnbgkg, bbdgbcdbagdfcfifjif, dkgeo"
1333,"dcfijhicgijijijif, dcogf, hdfi, ekgdohhghkhg, cdgbfaicfgdeo, ebdaocdghgeambhgde, dcoafdbcigfoinifif, cegchghg, cagdbkcfghifgifjohjijf, cabodagfgeifo, cdegfghehhghgohghg, cdgohghfgifiliiljkf, docge, hcabedcagbdkcgibjcdaeiacacgehdbgcdbdcgfiacajfgocdge, dgg, dghchghgfh, dgebaacfbcadangbhdbafblbgofacdacdgahgdcgof, jabgadoeboaodcggfif, gcfiof, cdfghoadcfahbglicabdjocagbifcfihfcfihgjoififoiojifijijijififijijaf, gcdf, cbdecgehdgadgcebghg, cfabcdgbaegcdacflgabcgihodjgfihigjhgiji, dceadbgcjeg, ghbhfgohdghjhcghgighghgfijoiof, gbehdogcadcgeg, cdbadofnhog, edghfghigjif, cedabegc, cegdhchgo, cofd, dfcbcijdigfo, agfdoif, eghgdc, cdgoacbofdhhighgigjhhlgfhoghghog, cdbggcdfibjgfcijdiifj, debaidghobagdcgehg, dmbgahcfd, cfd, gcfdgacbdoeg, dghgghgohghg, dcbgbhcgedgfigiioff, cbafdcghoacbbge, kdfghaghbcdgfhg, gofdhghghgh, eodgc, cabfcfgdafifaegdabcgchbedagcdgohg, cbdcbocgfdnbgkg, bbdgbcdbagdfcfifjif, dkgeo"
1334,"dcfijhicgijijijif, dcogf, hdfi, ekgdohhghkhg, cdgbfaicfgdeo, ebdaocdghgeambhgde, dcoafdbcigfoinifif, cegchghg, cagdbkcfghifgifjohjijf, cabodagfgeifo, cdegfghehhghgohghg, cdgohghfgifiliiljkf, docge, hcabedcagbdkcgibjcdaeiacacgehdbgcdbdcgfiacajfgocdge, dgg, dghchghgfh, dgebaacfbcadangbhdbafblbgofacdacdgahgdcgof, jabgadoeboaodcggfif, gcfiof, cdfghoadcfahbglicabdjocagbifcfihfcfihgjoififoiojifijijijififijijaf, gcdf, cbdecgehdgadgcebghg, cfabcdgbaegcdacflgabcgihodjgfihigjhgiji, dceadbgcjeg, ghbhfgohdghjhcghgighghgfijoiof, gbehdogcadcgeg, cdbadofnhog, edghfghigjif, cedabegc, cegdhchgo, cofd, dfcbcijdigfo, agfdoif, eghgdc, cdgoacbofdhhighgigjhhlgfhoghghog, cdbggcdfibjgfcijdiifj, debaidghobagdcgehg, dmbgahcfd, cfd, gcfdgacbdoeg, dghgghgohghg, dcbgbhcgedgfigiioff, cbafdcghoacbbge, kdfghaghbcdgfhg, gofdhghghgh, eodgc, cabfcfgdafifaegdabcgchbedagcdgohg, cbdcbocgfdnbgkg, bbdgbcdbagdfcfifjif, dkgeo"
1335,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1336,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1337,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1338,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1339,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1340,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1341,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1342,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1343,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1344,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1345,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1346,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1347,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1348,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1349,"gng, gnh, gh, a, a, gh, a, abaccdbeibj, gh, aba, gh, aban, anbjbijebfinfebababjebfefcedbfefeabcdba, gh, aba, aba, gh, ahinbaefe, gh, abeibjcdbeibnjjbiea, hbibajefehefefigjhdbefcnedbcdbcdbcdba, g, gh, afcdbanbaba, an, a, gnh, abeifenfjibena, gh, abnkdbcdbjdnba, ghn, abcdba, gh, gh, gi, abiebjaba, a, abijbefae, g, gh, a, gh, gh, gh, g, gh, gh, ababcdbaba, a, ghn"
1350,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
1351,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
1352,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
1353,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
1354,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
1355,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
